,title,URL,localization,surface,price,rent,num_of_rooms,building_material,heating,floor,num_of_floors,market,year,type_of_building,condition
2828,ROOKIE ROOM | funkcjonalny nowy apartament 27,https://www.otodom.pl/pl/oferta/rookie-room-funkcjonalny-nowy-apartament-27-ID4aVAY,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","16,98 m²",220 047 zł,,1,,,3,9,pierwotny,2022,apartamentowiec,do zamieszkania
2829,ROOKIE ROOM | wyjątkowy apartament 28,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-28-ID4aVAW,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","12,54 m²",195 447 zł,,1,,,3,9,pierwotny,2022,apartamentowiec,do zamieszkania
2830,ROOKIE ROOM | wyjątkowy apartament 29,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-29-ID4aVAe,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","13,29 m²",196 677 zł,,1,,,3,9,pierwotny,2022,apartamentowiec,do zamieszkania
2831,ROOKIE ROOM | przytulny nowy apartament 30,https://www.otodom.pl/pl/oferta/rookie-room-przytulny-nowy-apartament-30-ID4aVA9,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","11,70 m²",196 677 zł,,1,,,3,9,pierwotny,2022,apartamentowiec,do zamieszkania
2832,ROOKIE ROOM | wyjątkowy apartament 31,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-31-ID4aVA6,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,82 m²",233 577 zł,,1,,,3,9,pierwotny,2022,apartamentowiec,do zamieszkania
2833,ROOKIE ROOM | nowy apartament 32,https://www.otodom.pl/pl/oferta/rookie-room-nowy-apartament-32-ID4aVA4,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","18,52 m²",244 647 zł,,1,,,3,9,pierwotny,2022,apartamentowiec,do zamieszkania
2834,ROOKIE ROOM | wyjątkowy apartament 35,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-35-ID4aVzR,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,72 m²",233 577 zł,,1,,,3,9,pierwotny,2022,apartamentowiec,do zamieszkania
2835,ROOKIE ROOM | przytulny nowy apartament 36,https://www.otodom.pl/pl/oferta/rookie-room-przytulny-nowy-apartament-36-ID4aVzC,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,32 m²",233 577 zł,,1,,,3,9,pierwotny,2022,apartamentowiec,do zamieszkania
2836,ROOKIE ROOM | wyjątkowy apartament 37,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-37-ID4aVzc,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","16,86 m²",227 427 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2837,ROOKIE ROOM | przytulny apartament 38,https://www.otodom.pl/pl/oferta/rookie-room-przytulny-apartament-38-ID4aVz5,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","12,94 m²",201 597 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2838,ROOKIE ROOM | ustawny nowy apartament 39,https://www.otodom.pl/pl/oferta/rookie-room-ustawny-nowy-apartament-39-ID4aVyN,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","16,98 m²",220 047 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2839,ROOKIE ROOM | wyjątkowy apartament 40,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-40-ID4aVyw,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","12,54 m²",195 447 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2840,ROOKIE ROOM | wyjątkowy apartament 41,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-41-ID4aVyg,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","13,29 m²",196 677 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2841,ROOKIE ROOM | Twój nowy apartament 42,https://www.otodom.pl/pl/oferta/rookie-room-twoj-nowy-apartament-42-ID4aVyc,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","11,70 m²",196 677 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2842,ROOKIE ROOM | funkcjonalny apartament 43,https://www.otodom.pl/pl/oferta/rookie-room-funkcjonalny-apartament-43-ID4aVy8,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,82 m²",233 577 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2843,ROOKIE ROOM | nowy apartament 44,https://www.otodom.pl/pl/oferta/rookie-room-nowy-apartament-44-ID4aVy5,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","18,52 m²",244 647 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2844,ROOKIE ROOM | ustawny apartament 46,https://www.otodom.pl/pl/oferta/rookie-room-ustawny-apartament-46-ID4aVxW,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","23,04 m²",290 157 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2845,ROOKIE ROOM | wyjątkowy apartament 47,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-47-ID4aVxs,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,72 m²",233 577 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2846,ROOKIE ROOM | wyjątkowy apartament 48,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-48-ID4aVxq,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,32 m²",233 577 zł,,1,,,4,9,pierwotny,2022,apartamentowiec,do zamieszkania
2847,ROOKIE ROOM | wyjątkowy apartament 49,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-49-ID4aVvS,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","16,86 m²",227 427 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2848,ROOKIE ROOM | wyjątkowy apartament 50,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-50-ID4aVvQ,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","12,94 m²",201 597 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2849,ROOKIE ROOM | przytulny nowy apartament 51,https://www.otodom.pl/pl/oferta/rookie-room-przytulny-nowy-apartament-51-ID4aVvM,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","16,98 m²",220 047 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2850,ROOKIE ROOM | wyjątkowy apartament 52,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-52-ID4aVvG,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","12,54 m²",195 447 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2851,ROOKIE ROOM | nowy apartament 53,https://www.otodom.pl/pl/oferta/rookie-room-nowy-apartament-53-ID4aVv4,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","13,29 m²",196 677 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2852,ROOKIE ROOM | wyjątkowy apartament 54,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-54-ID4aVtO,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","11,70 m²",196 677 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2853,ROOKIE ROOM | Twój nowy apartament 55,https://www.otodom.pl/pl/oferta/rookie-room-twoj-nowy-apartament-55-ID4aVte,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,82 m²",233 577 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2854,ROOKIE ROOM | funkcjonalny apartament 56,https://www.otodom.pl/pl/oferta/rookie-room-funkcjonalny-apartament-56-ID4aVsJ,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","18,52 m²",244 647 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2855,ROOKIE ROOM | ustawny apartament 58,https://www.otodom.pl/pl/oferta/rookie-room-ustawny-apartament-58-ID4aVsC,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","23,04 m²",290 157 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2856,ROOKIE ROOM | przytulny nowy apartament 59,https://www.otodom.pl/pl/oferta/rookie-room-przytulny-nowy-apartament-59-ID4aVsq,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,72 m²",233 577 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2857,ROOKIE ROOM | wyjątkowy apartament 60,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-60-ID4aVrF,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,32 m²",233 577 zł,,1,,,5,9,pierwotny,2022,apartamentowiec,do zamieszkania
2858,Inwestycyjnie ! 7 kawalerek na Wieniawskiego,https://www.otodom.pl/pl/oferta/inwestycyjnie-7-kawalerek-na-wieniawskiego-ID4aWUQ,"Rzeszów, podkarpackie","109,50 m²",477 000 zł,,7,pustak,gazowe,1,2,pierwotny,2021,blok,do wykończenia
2859,Luksusowy Apartament w Centrum - Olszynki Park,https://www.otodom.pl/pl/oferta/luksusowy-apartament-w-centrum-olszynki-park-ID4aWMr,"Rzeszów, podkarpackie","70,79 m²",601 715 zł,,3,,miejskie,10,36,pierwotny,2023,apartamentowiec,do wykończenia
2860,Najwyższy budynek na Podkarpaciu - 3 pok. Apartame,https://www.otodom.pl/pl/oferta/najwyzszy-budynek-na-podkarpaciu-3-pok-apartame-ID4aWMq,"Rzeszów, podkarpackie","54,69 m²",497 679 zł,,3,,miejskie,4,36,pierwotny,2023,apartamentowiec,do wykończenia
2861,ROOKIE ROOM | Twój nowy apartament 61,https://www.otodom.pl/pl/oferta/rookie-room-twoj-nowy-apartament-61-ID4aWAU,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","16,86 m²",227 427 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2862,ROOKIE ROOM | ustawny apartament 62,https://www.otodom.pl/pl/oferta/rookie-room-ustawny-apartament-62-ID4aWAR,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","12,94 m²",201 597 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2863,ROOKIE ROOM | wyjątkowy apartament 64,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-64-ID4aWAL,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","12,54 m²",195 447 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2864,ROOKIE ROOM | wyjątkowy apartament 65,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-65-ID4aWAJ,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","13,29 m²",196 677 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2865,ROOKIE ROOM | funkcjonalny apartament 66,https://www.otodom.pl/pl/oferta/rookie-room-funkcjonalny-apartament-66-ID4aWAE,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","11,70 m²",196 677 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2866,ROOKIE ROOM | przytulny nowy apartament 67,https://www.otodom.pl/pl/oferta/rookie-room-przytulny-nowy-apartament-67-ID4aWAB,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,82 m²",233 577 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2867,ROOKIE ROOM | wyjątkowy apartament 68,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-68-ID4aWAx,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","18,52 m²",244 647 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2868,ROOKIE ROOM | wyjątkowy apartament 69,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-69-ID4aWAo,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","19,75 m²",265 557 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2869,ROOKIE ROOM | nowy apartament 70,https://www.otodom.pl/pl/oferta/rookie-room-nowy-apartament-70-ID4aWAg,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","23,04 m²",290 157 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2870,ROOKIE ROOM | ustawny apartament 71,https://www.otodom.pl/pl/oferta/rookie-room-ustawny-apartament-71-ID4aWA7,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,72 m²",233 577 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2871,ROOKIE ROOM | wyjątkowy apartament 72,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-72-ID4aWA3,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","17,32 m²",233 577 zł,,1,,,6,9,pierwotny,2022,apartamentowiec,do zamieszkania
2872,ROOKIE ROOM | wyjątkowy apartament 73,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-73-ID4aWxN,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","16,86 m²",227 427 zł,,1,,,7,9,pierwotny,2022,apartamentowiec,do zamieszkania
2873,ROOKIE ROOM | Twój nowy apartament 74,https://www.otodom.pl/pl/oferta/rookie-room-twoj-nowy-apartament-74-ID4aWxH,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","12,94 m²",201 597 zł,,1,,,7,9,pierwotny,2022,apartamentowiec,do zamieszkania
2874,ROOKIE ROOM | ustawny apartament 76,https://www.otodom.pl/pl/oferta/rookie-room-ustawny-apartament-76-ID4aWxA,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","12,54 m²",195 447 zł,,1,,,7,9,pierwotny,2022,apartamentowiec,do zamieszkania
2875,ROOKIE ROOM | wyjątkowy apartament 78,https://www.otodom.pl/pl/oferta/rookie-room-wyjatkowy-apartament-78-ID4aWxx,"al. Powstańców Warszawy 26a, Rzeszów, podkarpackie","13,29 m²",196 677 zł,,1,,,7,9,pierwotny,2022,apartamentowiec,do zamieszkania
2876,Trzypokojowe mieszkanie z komórka lokatorską w cen,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-z-komorka-lokatorska-w-cen-ID4aWoW,"Rzeszów, Wilkowyja","54,55 m²",380 930 zł,,3,,miejskie,3,3,pierwotny,2021,blok,do wykończenia
2877,"Mieszkanie Dwupoziomowe Taras Na Dachu 104,74 m2",https://www.otodom.pl/pl/oferta/mieszkanie-dwupoziomowe-taras-na-dachu-104-74-m2-ID4aWoT,"Rzeszów, podkarpackie","64,49 m²",444 981 zł,,3,,gazowe,7,7,pierwotny,2022,blok,do wykończenia
2878,Mieszkanie Trzypokojowe W Spokojnej Okolicy,https://www.otodom.pl/pl/oferta/mieszkanie-trzypokojowe-w-spokojnej-okolicy-ID4aWoK,"Rzeszów, Drabinianka","52,68 m²",316 080 zł,,3,,gazowe,1,4,pierwotny,2022,blok,do wykończenia
2879,"Mieszkanie, 39,02 m², Rzeszów",https://www.otodom.pl/pl/oferta/mieszkanie-39-02-m-rzeszow-ID4aWoG,"Rzeszów, podkarpackie","39,02 m²",259 483 zł,,2,,miejskie,4,8,pierwotny,2022,blok,do wykończenia
2880,Mieszkanie z szybkim terminem oddania,https://www.otodom.pl/pl/oferta/mieszkanie-z-szybkim-terminem-oddania-ID4aThv,"Krasne, rzeszowski, podkarpackie","51,70 m²",316 050 zł,,3,,miejskie,3,4,pierwotny,2021,blok,do wykończenia
2881,Dwustronne mieszkanie z ogródkiem,https://www.otodom.pl/pl/oferta/dwustronne-mieszkanie-z-ogrodkiem-ID4aW5E,"Graniczna, Rzeszów, podkarpackie","41,79 m²",332 500 zł,,2,,miejskie,parter,13,pierwotny,2021,blok,do wykończenia
2882,Luksusowa Kawalerka w Centrum - Olszynki Park,https://www.otodom.pl/pl/oferta/luksusowa-kawalerka-w-centrum-olszynki-park-ID4aUG7,"Rzeszów, podkarpackie","29,88 m²",304 776 zł,,1,,miejskie,7,36,pierwotny,2023,apartamentowiec,do wykończenia
2883,Olszynki Park - wyjątkowy apartament z widokiem na,https://www.otodom.pl/pl/oferta/olszynki-park-wyjatkowy-apartament-z-widokiem-na-ID4aUG6,"Rzeszów, podkarpackie","67,41 m²",593 208 zł,,3,,miejskie,9,36,pierwotny,2023,apartamentowiec,do wykończenia
2884,Olszynki Park - Luksusowy Apartament z widokiem na,https://www.otodom.pl/pl/oferta/olszynki-park-luksusowy-apartament-z-widokiem-na-ID4aUG5,"Rzeszów, podkarpackie","45,68 m²",443 096 zł,,2,,miejskie,3,36,pierwotny,2023,apartamentowiec,do wykończenia
2885,"Mieszkanie 4 pok. 78,98 M +taras 55 m– Projektant",https://www.otodom.pl/pl/oferta/mieszkanie-4-pok-78-98-m-taras-55-m-projektant-ID4aUyo,"Czudecka, Rzeszów, podkarpackie","78,98 m²",450 186 zł,,4,pustak,miejskie,parter,5,wtórny,2020,blok,do wykończenia
2886,Dwupokojowy Apartament M94,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m94-ID4aU6o,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,32 m²",Zapytaj o cenę,,2,,,1,14,pierwotny,2023,,do wykończenia
2887,Kompaktowy Apartament M95,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m95-ID4aU6a,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,71 m²",Zapytaj o cenę,,1,,,1,14,pierwotny,2023,,do wykończenia
2888,Przytulny Apartament M96,https://www.otodom.pl/pl/oferta/przytulny-apartament-m96-ID4aU5L,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,19 m²",Zapytaj o cenę,,2,,,1,14,pierwotny,2023,,do wykończenia
2889,Wygodny Apartament M97,https://www.otodom.pl/pl/oferta/wygodny-apartament-m97-ID4aU5z,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,71 m²",Zapytaj o cenę,,1,,,1,14,pierwotny,2023,,do wykończenia
2890,Nowy Apartament M100,https://www.otodom.pl/pl/oferta/nowy-apartament-m100-ID4aU5d,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","40,91 m²",Zapytaj o cenę,,2,,,1,14,pierwotny,2023,,do wykończenia
2891,Ustawny Apartament M208,https://www.otodom.pl/pl/oferta/ustawny-apartament-m208-ID4aU4w,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,08 m²",Zapytaj o cenę,,2,,,1,14,pierwotny,2023,,do wykończenia
2892,Wygodny Apartament M210,https://www.otodom.pl/pl/oferta/wygodny-apartament-m210-ID4aU43,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,19 m²",Zapytaj o cenę,,2,,,1,14,pierwotny,2023,,do wykończenia
2893,Kompaktowy Apartament M211,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m211-ID4aU3Q,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,70 m²",Zapytaj o cenę,,1,,,1,14,pierwotny,2023,,do wykończenia
2894,Przytulny Apartament M212,https://www.otodom.pl/pl/oferta/przytulny-apartament-m212-ID4aU3F,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,07 m²",Zapytaj o cenę,,2,,,1,14,pierwotny,2023,,do wykończenia
2895,Przestronny Apartament M322,https://www.otodom.pl/pl/oferta/przestronny-apartament-m322-ID4aU31,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","70,24 m²",Zapytaj o cenę,,3,,,1,14,pierwotny,2023,,do wykończenia
2896,Przytulny Apartament M323,https://www.otodom.pl/pl/oferta/przytulny-apartament-m323-ID4aU2S,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,28 m²",Zapytaj o cenę,,2,,,1,14,pierwotny,2023,,do wykończenia
2897,Nowoczesny Apartament M9,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m9-ID4aU2p,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto",31 m²,Zapytaj o cenę,,1,,,2,14,pierwotny,2023,,do wykończenia
2898,Nowy Apartament M8,https://www.otodom.pl/pl/oferta/nowy-apartament-m8-ID4aTZJ,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,03 m²",Zapytaj o cenę,,1,,,2,14,pierwotny,2023,,do wykończenia
2899,Trzypokojowy Apartament M10,https://www.otodom.pl/pl/oferta/trzypokojowy-apartament-m10-ID4aTZ6,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","71,31 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2900,Kompaktowy Apartament M11,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m11-ID4aTYD,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,13 m²",Zapytaj o cenę,,1,,,2,14,pierwotny,2023,,do wykończenia
2901,Przytulny Apartament M12,https://www.otodom.pl/pl/oferta/przytulny-apartament-m12-ID4aTXJ,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,13 m²",Zapytaj o cenę,,1,,,2,14,pierwotny,2023,,do wykończenia
2902,Komfortowy Apartament M13,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m13-ID4aTXu,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,08 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2903,Wygodny Apartament M101,https://www.otodom.pl/pl/oferta/wygodny-apartament-m101-ID4aTWL,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","40,91 m²",Zapytaj o cenę,,1,,,2,14,pierwotny,2023,,do wykończenia
2904,Nowoczesny Apartament M102,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m102-ID4aTWd,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","44,08 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2905,Nowy Apartament M103,https://www.otodom.pl/pl/oferta/nowy-apartament-m103-ID4aTUJ,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","32,12 m²",Zapytaj o cenę,,1,,,2,14,pierwotny,2023,,do wykończenia
2906,Przytulny Apartament M105,https://www.otodom.pl/pl/oferta/przytulny-apartament-m105-ID4aTTs,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,19 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2907,Kompaktowy Apartament M107,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m107-ID4aTST,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,19 m²",Zapytaj o cenę,,1,,,2,14,pierwotny,2023,,do wykończenia
2908,Wygodny Apartament M108,https://www.otodom.pl/pl/oferta/wygodny-apartament-m108-ID4aTSD,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","47,69 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2909,Ostatnie wyjątkowe mieszkanie z tarasem,https://www.otodom.pl/pl/oferta/ostatnie-wyjatkowe-mieszkanie-z-tarasem-ID4aTRW,"gen. Władysława Sikorskiego, Rzeszów, podkarpackie","86,80 m²",439 000 zł,,4,,,1,1,pierwotny,2022,szeregowiec,do wykończenia
2910,Dwupokojowy Apartament M215,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m215-ID4aTRR,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","40,91 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2911,Komfortowy Apartament M216,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m216-ID4aTRs,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,22 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2912,Przytulny Apartament M217,https://www.otodom.pl/pl/oferta/przytulny-apartament-m217-ID4aTQi,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,08 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2913,Nowoczesny Apartament M218,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m218-ID4aTQ5,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,70 m²",Zapytaj o cenę,,1,,,2,14,pierwotny,2023,,do wykończenia
2914,Wygodny Apartament M219,https://www.otodom.pl/pl/oferta/wygodny-apartament-m219-ID4aTQ0,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,19 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2915,Nowy Apartament M220,https://www.otodom.pl/pl/oferta/nowy-apartament-m220-ID4aTPp,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","41,88 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2916,Przestronny Apartament M221,https://www.otodom.pl/pl/oferta/przestronny-apartament-m221-ID4aTPa,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","51,74 m²",Zapytaj o cenę,,1,,,2,14,pierwotny,2023,,do wykończenia
2917,Dwupokojowy Apartament M222,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m222-ID4aTOO,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","47,69 m²",Zapytaj o cenę,,2,,,2,14,pierwotny,2023,,do wykończenia
2918,Przestronny Apartament M327,https://www.otodom.pl/pl/oferta/przestronny-apartament-m327-ID4aTOv,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","61,76 m²",Zapytaj o cenę,,3,,,2,14,pierwotny,2023,,do wykończenia
2919,Kompaktowy Apartament M58,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m58-ID4aTOg,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto",31 m²,Zapytaj o cenę,,1,,,9,14,pierwotny,2023,,do wykończenia
2920,Trzypokojowy Apartament M17,https://www.otodom.pl/pl/oferta/trzypokojowy-apartament-m17-ID4aTO1,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","62,82 m²",Zapytaj o cenę,,3,,,3,14,pierwotny,2023,,do wykończenia
2921,Kompaktowy Apartament M18,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m18-ID4aTNt,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,25 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2922,Ustawny Apartament M19,https://www.otodom.pl/pl/oferta/ustawny-apartament-m19-ID4aTMe,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,25 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2923,Przytulny Apartament M20,https://www.otodom.pl/pl/oferta/przytulny-apartament-m20-ID4aTLK,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,08 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2924,Przytulny Apartament M21,https://www.otodom.pl/pl/oferta/przytulny-apartament-m21-ID4aTLk,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","47,15 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
